"survey_date","project_name","site","time","transect","distance_ft","depth_mllw_ft","eg_shoots","bed_patch","density","eq_PA","substrate","notes"
"6/24/2025","Worked Example","reference","1 year post","T7",41.28,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",42.14,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",43,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",43.86,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",44.72,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",45.58,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",46.44,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",47.3,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",48.16,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",49.02,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",49.88,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",50.74,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",51.6,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",52.46,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",53.32,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",54.18,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",55.04,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",55.9,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",56.76,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",57.62,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",58.48,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",59.34,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",60.2,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",61.06,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",61.92,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",62.78,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",63.64,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",64.5,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",65.36,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",66.22,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",67.08,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",67.94,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",68.8,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",69.66,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",70.52,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",71.38,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",72.24,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",73.1,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",73.96,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",74.82,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",75.68,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",76.54,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",77.4,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",78.26,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",79.12,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",79.98,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",80.84,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",81.7,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",82.56,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",83.42,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",84.28,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",85.14,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",86,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",86.86,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",87.72,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",88.58,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",89.44,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",90.3,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",91.16,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",92.02,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",92.88,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",93.74,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",94.6,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",95.46,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",96.32,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",97.18,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",98.04,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",98.9,NA,0,"bed",0,NA,NA,NA
"6/24/2025","Worked Example","reference","1 year post","T7",99.76,NA,0,"bed",0,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",0,NA,4,"bed",15,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",0.87,NA,8,"bed",33,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",1.74,NA,8,"bed",30,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",2.61,NA,8,"bed",32,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",3.48,NA,5,"bed",21,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",4.35,NA,8,"bed",31,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",5.22,NA,9,"bed",35,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",6.09,NA,10,"bed",38,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",6.96,NA,8,"bed",33,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",7.83,NA,8,"bed",30,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",8.7,NA,7,"bed",28,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",9.57,NA,8,"bed",32,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",10.44,NA,6,"bed",24,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",11.31,NA,10,"bed",38,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",12.18,NA,8,"bed",34,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",13.05,NA,6,"bed",26,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",13.92,NA,8,"bed",33,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",14.79,NA,5,"bed",21,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",15.66,NA,8,"bed",34,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",16.53,NA,7,"bed",28,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",17.4,NA,5,"bed",20,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",18.27,NA,8,"bed",30,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",19.14,NA,8,"bed",30,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",20.01,NA,6,"bed",23,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",20.88,NA,10,"bed",38,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",21.75,NA,6,"bed",23,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",22.62,NA,6,"bed",25,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",23.49,NA,8,"bed",31,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",24.36,NA,6,"bed",26,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",25.23,NA,10,"bed",39,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",26.1,NA,8,"bed",31,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",26.97,NA,7,"bed",29,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",27.84,NA,8,"bed",33,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",28.71,NA,5,"bed",19,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",29.58,NA,7,"bed",29,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",30.45,NA,8,"bed",32,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",31.32,NA,8,"bed",30,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",32.19,NA,7,"bed",29,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",33.06,NA,6,"bed",22,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",33.93,NA,9,"bed",37,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",34.8,NA,6,"bed",26,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",35.67,NA,8,"bed",31,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",36.54,NA,5,"bed",20,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",37.41,NA,10,"bed",38,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",38.28,NA,9,"bed",36,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",39.15,NA,8,"bed",32,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",40.02,NA,7,"bed",29,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",40.89,NA,6,"bed",23,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",41.76,NA,6,"bed",24,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",42.63,NA,8,"bed",30,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",43.5,NA,8,"bed",31,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",44.37,NA,8,"bed",34,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",45.24,NA,8,"bed",34,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",46.11,NA,9,"bed",36,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",46.98,NA,8,"bed",30,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",47.85,NA,7,"bed",27,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",48.72,NA,6,"bed",24,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",49.59,NA,10,"bed",38,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",50.46,NA,6,"bed",25,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",51.33,NA,8,"bed",30,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",52.2,NA,6,"bed",23,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",53.07,NA,8,"bed",32,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",53.94,NA,4,"bed",16,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",54.81,NA,7,"bed",29,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",55.68,NA,6,"bed",24,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",56.55,NA,9,"bed",37,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",57.42,NA,8,"bed",32,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",58.29,NA,7,"bed",27,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",59.16,NA,7,"bed",27,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",60.03,NA,7,"bed",28,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",60.9,NA,6,"bed",26,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",61.77,NA,7,"bed",29,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",62.64,NA,8,"bed",32,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",63.51,NA,8,"bed",30,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",64.38,NA,10,"bed",38,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",65.25,NA,8,"bed",33,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",66.12,NA,8,"bed",32,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",66.99,NA,6,"bed",26,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",67.86,NA,7,"bed",27,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",68.73,NA,5,"bed",21,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",69.6,NA,10,"bed",40,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",70.47,NA,7,"bed",27,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",71.34,NA,6,"bed",22,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",72.21,NA,9,"bed",35,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",73.08,NA,5,"bed",21,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",73.95,NA,10,"bed",39,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",74.82,NA,8,"bed",30,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",75.69,NA,8,"bed",30,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",76.56,NA,9,"bed",35,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",77.43,NA,6,"bed",23,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",78.3,NA,9,"bed",37,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",79.17,NA,8,"bed",30,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",80.04,NA,5,"bed",20,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",80.91,NA,8,"bed",32,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",81.78,NA,6,"bed",24,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",82.65,NA,7,"bed",28,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",83.52,NA,8,"bed",32,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",84.39,NA,6,"bed",22,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",85.26,NA,8,"bed",33,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",86.13,NA,8,"bed",32,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",87,NA,5,"bed",21,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",87.87,NA,8,"bed",34,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",88.74,NA,10,"bed",42,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T1",89.61,NA,6,"bed",25,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",0,NA,10,"bed",39,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",0.87,NA,7,"bed",27,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",1.74,NA,10,"bed",39,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",2.61,NA,6,"bed",26,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",3.48,NA,8,"bed",32,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",4.35,NA,6,"bed",22,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",5.22,NA,8,"bed",32,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",6.09,NA,9,"bed",37,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",6.96,NA,9,"bed",35,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",7.83,NA,8,"bed",34,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",8.7,NA,6,"bed",26,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",9.57,NA,7,"bed",28,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",10.44,NA,7,"bed",29,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",11.31,NA,6,"bed",23,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",12.18,NA,6,"bed",23,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",13.05,NA,8,"bed",30,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",13.92,NA,5,"bed",20,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",14.79,NA,8,"bed",31,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",15.66,NA,8,"bed",33,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",16.53,NA,7,"bed",27,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",17.4,NA,4,"bed",18,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",18.27,NA,8,"bed",31,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",19.14,NA,6,"bed",26,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",20.01,NA,6,"bed",25,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",20.88,NA,6,"bed",26,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",21.75,NA,8,"bed",32,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",22.62,NA,10,"bed",38,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",23.49,NA,7,"bed",29,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",24.36,NA,6,"bed",22,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",25.23,NA,6,"bed",25,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",26.1,NA,6,"bed",22,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",26.97,NA,8,"bed",31,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",27.84,NA,7,"bed",29,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",28.71,NA,6,"bed",23,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",29.58,NA,6,"bed",25,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",30.45,NA,10,"bed",39,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",31.32,NA,8,"bed",31,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",32.19,NA,8,"bed",30,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",33.06,NA,7,"bed",29,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",33.93,NA,7,"bed",27,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",34.8,NA,6,"bed",25,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",35.67,NA,6,"bed",26,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",36.54,NA,8,"bed",34,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",37.41,NA,6,"bed",26,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",38.28,NA,6,"bed",22,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",39.15,NA,8,"bed",30,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",40.02,NA,6,"bed",26,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",40.89,NA,6,"bed",26,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",41.76,NA,10,"bed",38,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",42.63,NA,7,"bed",27,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",43.5,NA,6,"bed",24,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",44.37,NA,8,"bed",30,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",45.24,NA,6,"bed",26,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",46.11,NA,8,"bed",30,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",46.98,NA,8,"bed",34,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",47.85,NA,8,"bed",34,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",48.72,NA,6,"bed",22,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",49.59,NA,7,"bed",29,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",50.46,NA,6,"bed",25,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",51.33,NA,5,"bed",21,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",52.2,NA,6,"bed",25,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",53.07,NA,9,"bed",37,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",53.94,NA,7,"bed",29,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",54.81,NA,6,"bed",23,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",55.68,NA,6,"bed",26,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",56.55,NA,6,"bed",22,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",57.42,NA,7,"bed",29,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",58.29,NA,8,"bed",32,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",59.16,NA,6,"bed",26,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",60.03,NA,7,"bed",29,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",60.9,NA,6,"bed",26,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",61.77,NA,6,"bed",26,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",62.64,NA,6,"bed",26,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",63.51,NA,7,"bed",27,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",64.38,NA,7,"bed",29,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",65.25,NA,8,"bed",31,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",66.12,NA,8,"bed",31,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",66.99,NA,7,"bed",28,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",67.86,NA,8,"bed",34,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",68.73,NA,9,"bed",35,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",69.6,NA,6,"bed",23,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",70.47,NA,8,"bed",31,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",71.34,NA,6,"bed",26,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",72.21,NA,10,"bed",40,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",73.08,NA,9,"bed",36,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",73.95,NA,8,"bed",31,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",74.82,NA,8,"bed",30,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",75.69,NA,8,"bed",30,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",76.56,NA,6,"bed",26,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",77.43,NA,6,"bed",25,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",78.3,NA,7,"bed",28,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",79.17,NA,6,"bed",23,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",80.04,NA,5,"bed",20,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",80.91,NA,8,"bed",30,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",81.78,NA,8,"bed",31,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",82.65,NA,6,"bed",22,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",83.52,NA,6,"bed",25,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",84.39,NA,7,"bed",27,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",85.26,NA,6,"bed",26,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",86.13,NA,9,"bed",36,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",87,NA,8,"bed",33,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",87.87,NA,8,"bed",30,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",88.74,NA,6,"bed",25,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",89.61,NA,8,"bed",34,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",90.48,NA,8,"bed",31,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",91.35,NA,6,"bed",23,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",92.22,NA,6,"bed",25,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",93.09,NA,6,"bed",25,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",93.96,NA,7,"bed",28,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",94.83,NA,9,"bed",37,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",95.7,NA,8,"bed",32,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",96.57,NA,8,"bed",34,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",97.44,NA,4,"bed",16,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",98.31,NA,6,"bed",25,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T2",99.18,NA,8,"bed",34,NA,NA,NA
"6/24/2027","Worked Example","project","3 year post","T3",0,NA,6,"bed",26,NA,NA,NA
